anno_idx,end,imdbid,start,text_gen,text_gt
946,531.728,tt0583537,529.726,"['Monica holds the bag, looking at friends.', 'Monica examines the bag, friends watching.', 'Monica holds the bag, friends look on.', 'Monica inspects the bag, friends observing.', 'Monica rummages through the bag, friends watching.']",She takes the crumpled package and winces.
947,544.818,tt0583537,540.956,"['Chandler holds a wrapped gift and talks to Monica, who also holds a wrapped gift.', 'Chandler and Monica interact near a table with bags, with Chandler holding a wrapped gift.', 'Monica holds a wrapped gift while speaking to Chandler, who is holding a wrapped gift.', 'Chandler and Monica stand near a table with bags, both holding wrapped gifts.', 'Chandler and Monica converse near a table with bags, with Chandler holding a wrapped gift.']","Chandler and Joey laugh, then see Monica glaring and quickly retreat."
948,547.259,tt0583537,545.578,"['Ross looks at the woman washing dishes.', 'Ross gazes at the woman in red.', 'Monica and Joey stand in the background.', 'Ross watches the woman with interest.', 'Ross looks at the woman while she washes.']",Ross follows Rachel into the kitchen.
949,579.905,tt0583537,577.944,"['Ross looks at Rachel standing before him.', 'Rachel and Ross share a moment of eye contact.', 'Ross gazes at Rachel with interest.', 'Rachel and Ross engage in a silent stare.', ""Ross focuses on Rachel's presence.""]","Staring back at her, he tries to smile."
950,590.783,tt0583537,590.022,"['Rachel looks at Ross.', 'Ross turns to Rachel.', 'Ross looks at Rachel.', 'Rachel and Ross interact.', 'Ross gazes at Rachel.']",She walks off.
951,592.164,tt0583537,591.103,"['Ross touches his hair.', 'Ross talks to Rachel.', 'Rachel looks away.', 'Ross talks, Rachel listens.', 'Ross strokes his hair.']",Ross touches his hair.
952,595.106,tt0583537,592.744,"['Ross holds his head with his hand, seated.', 'Rachel stands before Ross and Phoebe, talking.', 'Ross sits on the couch, holding his head.', 'Phoebe sits on the couch, with Ross nearby.', 'Ross sits on the couch, with Phoebe and Rachel nearby.']","At Frances' house, Phoebe talks on the phone."
953,600.771,tt0583537,599.41,"['Phoebe talks on phone, Ross stands nearby.', 'Rachel walks into the room, approaching Phoebe.', 'Ross stands next to Phoebe on the phone.', 'Phoebe talks on phone, Rachel joins them.', 'Rachel enters, Phoebe talks on phone.']",She has maps and a notepad.
954,615.015,tt0583537,614.394,"['Phoebe hangs up.', 'Phoebe looks up.', 'Older woman enters.', 'Phoebe watches her.', 'Woman approaches table.']",She hangs up.
955,616.316,tt0583537,615.415,"['Phoebe hangs up phone.', 'Phoebe talks on phone.', 'Woman walks in room.', 'Phoebe listens to woman.', 'Woman takes off jacket.']",Frances walks in.
956,618.958,tt0583537,616.836,"['Phoebe looks up at the woman entering the room.', 'Phoebe looks back down at her phone.', 'The woman walks towards Phoebe at the table.', ""Phoebe's eyes flick between the woman and her phone."", 'Phoebe looks up at the woman then back at her phone.']","Phoebe looks over, then returns to her maps."
957,735.072,tt0583537,732.112,"['Chandler gets into a yellow taxi, with Joey looking on.', 'Joey watches as Chandler enters a yellow taxi.', 'Chandler points and then gets into a yellow taxi.', 'Chandler points and Joey looks at the taxi.', 'Chandler gets into a yellow taxi, with Joey by his side.']",Phoebe pulls up in a beat-up cab and parks over the curb.
958,736.187,tt0583537,735.539,"['Chandler waves goodbye.', 'Joey gets in taxi.', 'Chandler says goodbye.', 'Joey leaves with taxi.', 'Taxi drives away.']",They climb in.
959,754.152,tt0583537,751.699,"[""Chandler holds a paper for Joey's view."", ""Phoebe observes Chandler and Joey's interaction."", 'Chandler shows Joey a paper, holding it up.', 'Chandler and Joey examine a piece of paper together.', 'Chandler holds a paper, showing it to Joey.']","She waves a piece of paper at Chandler, and he unfolds it."
960,760.955,tt0583537,759.618,"['Chandler looks at the paper.', 'Phoebe hands Joey the paper.', 'Chandler examines the paper.', 'Chandler glances at Phoebe.', 'Chandler studies the paper.']","She bobs her head, smiling."
961,762.618,tt0583537,761.199,"['Green hands paper to red, then back.', 'Red looks at green, then blue looks too.', 'Blue gazes at red, then paper is passed.', 'Red receives paper, then hands it back.', 'Paper is exchanged between red and green.']",Chandler grasps behind him.
962,770.723,tt0583537,768.413,"['Phoebe Buffay talks to the taxi driver.', 'Phoebe Buffay chats with the taxi driver.', 'Phoebe Buffay converses with the taxi driver.', 'Phoebe Buffay discusses something with the driver.', 'Phoebe Buffay has a conversation with the taxi.']",He gets out and joins Joey in the back seat.
963,779.863,tt0583537,776.296,"['Phoebe gets into the taxi and interacts with the driver.', 'Phoebe enters the taxi and talks to the driver.', 'Phoebe steps into the taxi and chats with the driver.', 'Phoebe gets into the taxi, where she converses with the driver.', 'Phoebe enters the taxi and has a conversation with the driver.']",The car lurches and Joey and Chandler topple over at Monica's.
964,804.201,tt0583537,803.432,"['Monica looks at Ross.', 'Ross stands up.', 'Monica gazes at Ross.', 'Ross rises up.', 'Monica watches Ross.']",At the radiator.
965,814.927,tt0583537,813.752,"['Ross holds water for Rachel.', ""Rachel looks at Ross's water."", 'Ross and Rachel share water.', 'They both hold water bottles.', 'Rachel and Ross face each other.']",Rachel glances at the knob.
966,827.963,tt0583537,824.943,"['Monica talks to Rachel while Rachel looks at the fridge.', 'Rachel examines the fridge contents as Monica converses nearby.', 'Monica chats with Rachel, who is distracted by the fridge.', ""Rachel's gaze lingers on the fridge as Monica discusses something."", 'Monica talks to Rachel, who looks away at the fridge momentarily.']",She goes back to making cookie dough.
967,883.794,tt0583537,883.313,"['Chandler drives with Ross and Monica.', 'Monica looks out the window.', 'Chandler talks to Ross and Monica.', 'Ross and Monica ride in the back seat.', 'Chandler drives with friends.']",She breaks.
968,885.314,tt0583537,883.894,"['Chandler drives the taxi with Joey looking out.', 'Joey gazes out the taxi window.', 'Chandler navigates the taxi through the city.', 'The taxi cruises along the busy street.', 'Chandler steers the taxi with Joey nearby.']",Joey and Chandler hit the partition.
969,888.454,tt0583537,887.574,"['Chandler holds his head.', 'Joey looks at Chandler.', 'Phoebe watches them talk.', 'Chandler looks at Joey.', 'Chandler holds his head.']",They rub their heads.
970,906.338,tt0583537,904.537,"['Phoebe looks at Chandler, then at Joey.', 'Chandler looks at Joey, then back at Phoebe.', 'Joey looks at Phoebe, then back at Chandler.', 'Chandler looks at Joey, then Phoebe looks at him.', 'Phoebe, Chandler, and Joey exchange glances.']","She stares at the house, motionless."
971,908.798,tt0583537,908.078,"['Chandler looks out.', 'Joey talks to Chandler.', 'Phoebe gazes outside.', 'Chandler and Joey chat.', 'Phoebe stares out.']",She doesn't move.
972,911.968,tt0583537,911.127,"['Phoebe looks at someone.', 'Phoebe talks in a car.', 'Phoebe faces someone.', 'Phoebe is in a car.', 'Phoebe gazes at him.']",She stares ahead.
973,913.849,tt0583537,912.388,"['Phoebe looks at Joey and Chandler.', 'Chandler looks at Phoebe and Joey.', 'Phoebe looks at Chandler again.', ""Joey and Chandler receive Phoebe's gaze."", 'Phoebe, Joey, and Chandler exchange glances.']",Chandler and Joey share a look.
974,916.97,tt0583537,914.729,"['Chandler looks at Joey by the Christmas tree.', 'Chandler gazes at the Christmas decorations.', 'Joey stands near the Christmas tree as Chandler looks on.', 'Chandler glances at the Christmas lights.', 'Chandler and Joey are near the Christmas tree together.']","At the Christmas party, guests fan themselves."
975,921.752,tt0583537,920.451,"['Phoebe walks towards Joey and Chandler.', 'Joey and Chandler stand amidst dancing people.', 'Phoebe joins Joey and Chandler in the room.', 'People dance around Phoebe, Joey, and Chandler.', 'Christmas decorations surround Phoebe, Joey, and Chandler.']",Rachel lets in more guests.
976,933.357,tt0583537,931.836,"['Rachel enters, sits down, and talks to Ross.', 'Ross talks to Rachel at the table.', 'Rachel walks in, joins Ross, and sits down.', 'Ross and Rachel sit at the table together.', 'Rachel and Ross sit, discussing something at the table.']",Ross talks to a woman at the table.
977,941.181,tt0583537,939.58,"['Ross looks at Rachel, who fans herself.', 'Rachel fans herself as Ross watches.', 'Ross gazes at Rachel with a fan nearby.', 'Rachel fidgets with a fan while Ross observes.', 'Ross focuses on Rachel, who uses a fan.']","She fans herself, expressionless."
978,947.366,tt0583537,946.785,"['Ross looks at her.', 'She fans herself.', 'Ross gazes at her.', 'He looks at her fan.', 'She fidgets with the fan.']",She nods.
979,948.687,tt0583537,947.526,"['Ross looks at the woman.', 'Ross talks to the woman holding a fan.', 'Ross gazes at the woman holding a fan.', 'Ross converses with the woman holding a fan.', 'Ross talks to the fan-wielding woman.']",Ross grins and heads off.
980,955.591,tt0583537,954.291,"['Ross walks towards the woman holding food.', 'Ross approaches a woman with a plate.', 'Ross takes a plate from the woman.', 'Ross talks to the woman holding food.', 'Ross interacts with a woman offering food.']",Everyone reaches for the ice.
981,969.521,tt0583537,967.799,"['Monica opens the fridge door.', 'Ross talks to Monica by the fridge.', 'Monica pulls open the fridge door.', 'Ross stands near Monica as she opens fridge.', ""Monica opens the fridge's door slightly.""]",She opens the fridge and sits inside.
982,971.522,tt0583537,969.861,"['Monica reaches for the refrigerator.', 'Monica pulls her hand back from the fridge.', 'Monica opens the refrigerator door.', 'Monica pulls her hand back from the fridge.', 'Monica reaches into the refrigerator.']",The super enters in a festive tie.
983,985.375,tt0583537,984.374,"['Rachel and Monica laugh together.', 'Ross talks to Monica closely.', 'Monica wears a yellow dress.', ""Rachel's tank top is visible."", 'Ross stands with Monica nearby.']",They smile politely.
984,988.838,tt0583537,987.918,"['Ross talks to Monica and Treeger.', 'Monica chats with Ross and Treeger.', 'Treeger and Ross discuss with Monica.', 'Monica, Ross, and Treeger converse.', 'Ross, Monica, and Treeger talk.']",He heads into the party.
985,1006.745,tt0583537,1005.425,"['Ross points at Treeger.', 'Ross gestures to Treeger.', 'Ross talks to Treeger.', 'Ross stands next to Treeger.', 'Ross talks and gestures.']",He saunters up to the super.
986,1018.632,tt0583537,1017.851,"['Ross looks at money.', 'Ross talks to Treeger.', 'Treeger holds money.', 'Ross examines money.', 'Treeger stares at cash.']",Ross stares at it.
987,1038.722,tt0583537,1037.202,"['Monica looks at Ross and others.', 'Ross looks at Monica and others.', 'Monica and Ross gaze around the scene.', 'Monica and Ross scan the room.', 'Monica and Ross take in the surroundings.']",She shifts her eyes and shrugs.
988,1074.719,tt0583537,1071.177,"['Monica and Ross look at each other, while Rachel stands with her arms crossed.', 'Monica and Ross engage in a conversation, with Rachel observing them.', 'Ross and Monica interact, as Rachel stands nearby, her arms crossed.', 'Rachel stands with her arms crossed, as Monica and Ross discuss something.', 'Monica, Ross, and Rachel are in a group, with Monica and Ross engaged in conversation.']","Monica turns and gives Ross a smile, then heads back to the party."
989,1080.75,tt0583537,1079.53,"['Ross turns to Treeger.', 'Rachel crosses her arms.', 'Ross talks to Rachel.', 'Rachel smiles at Ross.', 'Ross talks to Treeger.']",He stalks off in a huff.
990,1082.351,tt0583537,1081.01,"['Rachel looks at Treeger.', 'Treeger points at Rachel.', 'Rachel and Treeger interact.', 'Treeger raises his hand.', ""Rachel faces Treeger's gesture.""]",Mr. Trigger turns to Rachel.
991,1093.136,tt0583537,1091.895,"['Rachel looks at him holding beer.', 'Rachel talks to him with beer.', 'Rachel and him share beer.', 'He holds beer to Rachel.', 'Rachel and him converse with beer.']",She smiles and fidgets.
992,1104.173,tt0583537,1103.413,"['Rachel laughs at Treeger.', 'Treeger holds a glass.', 'Rachel looks at Treeger.', 'Treeger looks at Rachel.', 'Rachel gazes at him.']",She walks away.
993,1106.915,tt0583537,1104.834,"['Rachel laughs as she looks at Treeger.', 'Treeger speaks as Rachel looks at him.', 'Rachel and Treeger exchange a glance.', 'Treeger addresses Rachel with a serious tone.', 'Rachel and Treeger engage in a brief conversation.']","In Albany, Phoebe hurries back to the cab."
994,1110.636,tt0583537,1107.475,"['Joey and Chandler look at Treeger in a taxi.', 'Treeger talks to Joey and Chandler in a taxi.', 'Joey and Chandler gaze at Treeger in a taxi ride.', 'Treeger addresses Joey and Chandler in a moving taxi.', 'Joey and Chandler focus on Treeger in a taxi cab.']",Chandler and Joey sleep in the back seat as she climbs inside.
