anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
562,1099.44,1097.999,tt0583602,1097.999,1097.999,"1. Main characters: Monica Geller (green), Joey Tribbiani (blue), Chandler Bing (red);
2. Actions: Monica is talking to Joey and Chandler, while Joey is talking to Monica and Chandler. Chandler is talking to Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and Joey. Monica is pointing at Chandler. Joey is pointing at Chandler. Chandler is pointing at Monica and",Monica smiles and waves.
563,179.858,177.898,tt0583603,177.898,177.898,"1. Main characters: Rachel Green (green).
2. Actions: Rachel is sitting at a table, looking at something in her hands.
3. Character-character interactions: None.
4. Environment: The scene is set in a kitchen with a refrigerator, a stove, and various kitchen utensils visible.",Joey and Chandler are seated on the couch.
564,181.839,180.278,tt0583603,180.278,180.278,"1. Main characters: Monica Geller (red), Joey Tribbiani (green), Chandler Bing (blue);
2. Actions: Monica is talking, Joey is listening, Chandler is looking at Monica;
3. Character-character interactions: Monica is looking at Joey, Chandler is looking at Monica;
4. Environment: The scene is set in an apartment with a view of the city, including buildings and a bridge.",Joey has a pen and paper.
565,193.002,191.481,tt0583603,191.481,191.481,"1. Main characters: red, green;
2. Actions: red is talking, green is listening;
3. Character-character interactions: red is looking at green.",A waitress brings their drinks to them.
566,227.155,226.435,tt0583603,226.435,226.435,"1. Main characters: Joey Tribbiani (red), Chandler Bing (green).
2. Actions: Joey writes in a notebook, Chandler looks at the notebook, Joey shows Chandler something in the notebook, Chandler looks at the notebook.
3. Character-character interactions: Joey shows Chandler something in the notebook, Chandler looks at the notebook.
4. Key objects: notebook, pen.",Chandler nods.
567,234.681,233.56,tt0583603,233.56,233.56,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green);
2. Actions: Chandler Bing writes on a notebook, Joey Tribbiani drinks from a cup, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani, Chandler Bing looks at the notebook, Chandler Bing looks at Joey Tribbiani,",He nods approvingly.
568,251.921,250.3,tt0583603,250.3,250.3,"1. Main characters: Joey Tribbiani (green), Chandler Bing (red);
2. Actions: Joey Tribbiani is eating with chopsticks, Chandler Bing is talking and gesturing;
3. Character-character interactions: Chandler Bing is talking to Joey Tribbiani, who is eating with chopsticks;
4. Key objects: chopsticks, cup, plate.",Chandler pats Joey on the back.
569,257.463,256.383,tt0583603,256.383,256.383,"1. Main characters: '';
2. Actions: A yellow taxi is driving on the road.
3. Character-character interactions: '';
4. Environment: The scene is set on a street with a multi-story building. There are several cars parked on the street, and a stop sign is visible.",Monica's on the phone.
570,330.11,328.009,tt0583603,328.009,328.009,"1. Main characters: Monica Geller (red), Rachel Green (green), Phoebe Buffay (blue);
2. Actions: Monica Geller is talking to the other two women who are sitting on a bench. The women are listening to her;
3. Character-character interactions: Monica Geller is looking at the other two women, while the women are looking at her;
4. Key objects: There is a basket of shoes on the floor next to the bench.",They see a communal shoe bucket next to them.
571,355.644,354.443,tt0583603,354.443,354.443,"1. Main characters: Monica Geller (red), Rachel Green (green);
2. Actions: Monica is talking to Rachel, who is sitting on a bench. Monica then walks away, and Rachel stands up.
3. Character-character interactions: Monica is talking to Rachel, who is sitting on a bench. Monica then walks away, and Rachel stands up.
4. Key objects: bench, Monica, Rachel.",The teacher turns on music.
572,364.344,362.523,tt0583603,362.523,362.523,"1. Main characters: Monica Geller (red), Rachel Green (green);
2. Actions: Monica and Rachel are dancing in a room with a group of people. Monica is wearing a black jacket and jeans, while Rachel is wearing a blue shirt and jeans. They are both wearing high heels and are moving their arms and legs in a synchronized manner.
3. Character-character interactions: The group of people around them are also dancing, and they are all moving in unison. The camera is focused on Monica and Rachel, but the other people in the room are also visible in the background.",The class falls into a tap routine.
573,366.345,364.724,tt0583603,364.724,364.724,"1. Main characters: Monica Geller (red), Rachel Green (green).
2. Actions: Monica and Rachel are dancing in a room with other people.
3. Character-character interactions: Monica and Rachel are dancing together.
4. Key objects: Dance floor, dance shoes.",Monica struggles to follow along.
574,493.753,492.092,tt0583603,492.092,492.092,"1. Main characters: Joey Tribbiani (green), Chandler Bing (red).
2. Actions: Joey is talking and gesturing with his hands, while Chandler is listening and nodding.
3. Character-character interactions: Joey is looking at Chandler, and Chandler is looking at Joey.
4. Key objects: There are no key objects in this shot.",Joey slaps Chandler's shoulder.
575,787.071,786.71,tt0583603,786.71,786.71,"1. Main characters: Dr. Ross Geller, Rachel Green.
2. Actions: Dr. Ross Geller reads a letter and throws it on the table, Rachel Green looks at her phone.
3. Character-character interactions: Dr. Ross Geller interacts with Rachel Green by throwing the letter on the table.
4. Key objects: Letter, table.",Good boy.
576,969.0,967.319,tt0583603,967.319,967.319,"1. Main characters: Monica Geller (red), Rachel Green (green);
2. Actions: Monica is talking to Rachel, who is holding a towel. Monica then walks towards the fridge and opens it.
3. Character-character interactions: Monica is speaking to Rachel, who is listening. Monica then walks towards the fridge.
4. Key objects: towel, fridge.",Rachel recoils from Monica's breath.
577,979.411,976.388,tt0583603,976.388,976.388,"1. Main characters: Monica Geller (red), Rachel Green (green);
2. Actions: Monica is leaning over the sink, then stands up and walks away. Rachel is standing in front of the fridge, talking to Monica.
3. Character-character interactions: Monica and Rachel are talking to each other.
4. Key objects: sink, fridge.",Monica crams her head between the dishes and faucet to drink.
578,1022.947,1019.165,tt0583603,1019.165,1019.165,"1. Main characters: Rachel Green (red), Monica Geller (green).
2. Actions: Rachel speaks, Monica speaks, Rachel wipes her face.
3. Character-character interactions: Monica looks at Rachel, Rachel looks at Monica.
4. Key objects: Monica's face, Rachel's face, a towel.","With a look of disapproval, Rachel takes a deep breath and grabs the phone."
579,1158.724,1152.539,tt0583603,1152.539,1152.539,"1. Main characters: Monica Geller;
2. Actions: Monica is dancing in a room with other people;
3. Character-character interactions: Monica is looking at the camera.","Back at the tap class, Monica hovers hesitantly at the entrance, watching the class perform their routine together."
580,1172.478,1169.056,tt0583603,1169.056,1169.056,"1. Main characters: Monica Geller;
2. Actions: Monica Geller walks into the dance room and watches the dance class;
3. Character-character interactions: Monica Geller watches the dance class.","Monica puts down her bag and joins in the dance, but can't keep up."
581,1178.841,1177.821,tt0583603,1177.821,1177.821,"1. Main characters: Monica Geller (red), Chandler Bing (green);
2. Actions: Monica is dancing in the center of the room, while Chandler is standing next to her, watching her dance. Monica then stops dancing and starts talking to Chandler.
3. Character-character interactions: Monica is talking to Chandler, while Chandler is watching her.
4. Key objects: There are no key objects in this scene.",The dancers stop.
582,1181.002,1179.142,tt0583603,1179.142,1179.142,"1. Main characters: Monica Geller (red circle), Chandler Bing (green circle);
2. Actions: Monica is dancing in the middle of the room, Chandler is standing next to her, both are looking at each other;
3. Character-character interactions: Monica and Chandler are looking at each other while Monica dances.","Monica does too, a beat too late."
